Rating,Title,Content
1,Chất lượng kém,"Tôi đã bay Vietjet lần đầu chuyến DAD vào HAN. Cảm thấy thất vọng.
Bị delay quá nhiều lần. Quá đông hành khách trên chuyến bay nên có cảm giác bị ngột ngạt.
Dịch vụ kém.
Mặc dù mình là một đứa giao tiếp nhiều với khách nước ngoài nhưng tiếp viên nói tiếng Nga quá khó nghe.
Tóm lại không nên bay vietjet"
1,TRẢI NGHIỆM QUÁ TỆ,"Mình không phàn nàn về VJ delay, mình vừa trễ chuyến bay một cách vô duyên. Mình đặt 2 vé từ SG về BMT lúc 7g50 ngày 16/2/2020. Mình đã chuẩn bị ra checkin từ rất sớm và vào phòng chờ lúc 6h 30ph. Từ lúc mình vào phòng chờ VJ không thông báo thay đổi cửa bay và giờ bay nên mình yên tâm, tự tin là ngồi chỗ đối diện cửa bay là sẽ đc bay. Mình chú ý bảng điện tử của hãng cũng k thấy có thông báo về chuyến bay của mình.
Bảng chỗ cửa bay thì luôn ghi HÀ NỘI nên mình nghĩ chuyến lại delay (như bao lần) nên mình ỉ i.
Cho đến khi mình chú ý đồng hồ là 7h50 đã đến h bay rồi, chột dạ mới đi hỏi nhân viên thì nhận được phản hồi là: BAY RỒI. Bữa nay đến giờ là ra xếp hàg bay thôi ko có thông báo gì hết. (?) mình nghe đến đó thì nín lặng luôn các bạn ạ, thậm chí mình đã checkin rồi. VJ cũng không gọi tên hành khách cuối cùng lên máy bay luôn mà đổ cho tụi mình không chú ý tình trạng chuyến bay (?)
Mình để ý tất cả các kênh thông tin mà mình có thể, cũng không có gì thay đổi. Thế mà mình lại lỡ chuyến bay một cách vô duyên như thế..."
1,HÃNG QUÁ TỆ,Hãng cực kì tệ. Delay 5 lần từ 8:10 -> 12:45 ( vẫn là dự kiến ). Hãng hàng không tồi tệ nhất Việt Nam
1,Delay KINH KHỦNG KHIẾP,"7:40 lên máy bay -> 8:40 -> 9:40 -> 11:40 ( vẫn là dự kiến ). Delay quá nhiều, hãng lên xem đánh giá"
2,Tạm ổn,"Chuyến bay từ Buôn Ma Thuật đi Vinh, chuyến bay đúng giờ, ghế ngồi không thực sự thoải mái, nhân viên nhiệt tình, đồ ăn ngon. Theo tôi Vietjet Air cần cải thiện thêm dịch vụ nữa"
2,Cũng bình thường,"Chuyến bay cua tôi từ Buôn Ma Thuật đi Vinh, chuyến bay đúng giờ, nhân viên nhiệt tình, đồ ăn cũng tạm ổn. Không có gì để phàn nàn. Vietjet Air cần cải thiện nhiều hơn nữa."
1,Kinh khủng- quá tệ,"Đúng vs tên gọi hãng hàng không giá rẻ Vietjet- delay mỗi chuyến ít nhất hơn 1,5h. Tôi đặt chuyến bay 14h thì delay tới 15h35'. Khủng khiếp. Tôi khuyên mọi nguời đừng nên đặt vé đi hãng Vietjet. 1 sao cho Vietjet đã là cao"
1,Bay trê giơ 3 tiêng,Mua vé 1h bay bị hoãn tới 3h..tận 5h30 mơi xuông sân bay.đi 10 chuyến thì 8lân bi hoãn giờ bay..co hẹn vơi khách hàng hay đi dâu cung bi trễ mât .quá bưc
1,Vietjet là hãng hàng không tồi tệ nhất,Mùng 1 tết chỉ mong về nhà với nhà mà nó liên tục delay từ 9h35 đến 12h40. Mất hết cả ngày mùng 1 tết.
1,Thêm,"Không có một hãng hàng không nào trên thế giới có thể lấy lý do: Máy bay về muộn
Cần một lời giải thích của hãng
Cố gắng đi hãng khác chứ không phải là VIETJET AIR
Tệ 👎👎👎👎👎👎"
1,viet delay air,"delay hơn 1 tiếng chuyến bay của tôi, làm toàn bộ plan du lịch ở myanmar bị thay đổi vì làm lỡ chuyến bus nội địa đi bagan. cực kỳ ức chế, hãng bay cực cực kỳ tồi"
1,Kinh khủng,"Tôi đi công tác Thành phố hồ chí minh, lúc bay về đi hãng Vietjet air, delay 2 lần, chuyến bay lúc 22h55 tới 1h38 mới cất cánh.
Lần đầu hãng có thông báo delay qua điện thoại nên tôi đã chủ động ra muộn.
Không thể lấy lý do máy bay về trễ đuợc, đó là chuyện của hãng, nếu vì lý do thời tiết thì chấp nhận được
Lúc lên máy bay hai tay xách đồ, bậc cầu thang vào máy bay có khoảng cách hụt nên con trai tôi gần 4 tuổi sợ, tiếp viên đứng nhìn trơ mắt ếch,,chán Vô cùng
Vì máy bay trễ, bay mất 1h45 phút mà hãng bay không cho được ly nước, không chào bán bất cứ gì
Nói tóm lại nếu đặt vé máy bay của các hãng khác thì tôi không bao giờ bay vietjet air"
1,Kém,"Trễ liên miên. Không hiểu làm ăn kiểu gì. Đi lần nào cũng thông báo delay, nhiều khi có việc quan trọng bị delay sốt ruột gì đâu"
1,Quá tệ luôn luôn delay,"Mỗi lần đi hàng này 99,9 % là delay , ko bít làm ăn kiểu gì mà luôn luôn như vậy . Ng ta có công có việc cần về sớm mà cứ đi hãng này là xem như xác định . Lạy lun , hãng Vietjet làm ăn lại giúp em với ."
1,Terible,Hơn 90% các chuyến bay của mình với Vietjel đều delay. Lần trước mình đã rất tức giận và quyết tâm sẽ không bao giờ đặt vj nữa nhưng vì không còn lựa chọn nào khác nên phải book. Thật sự là chừa đến già.
1,"Vietjet delay, tồi tệ","Thật sự là kinh tởm với hãng hay delay này. Có delay thì cũng nên báo sớm để ng ta còn biết, đây lại gần sát nút khi đến sann bay rồi thì mới báo, ok rồi đến sớm hơn 1:30 tiếng rồi lại delay tiếp, quá bức xúc luôn. Câi hãng này nên giải tán đi là vừa!!!!!!! Đã bay qua các hãng còn lại chưa bao giờ xảy ra delay, còn cái hãng này thật sự cạn lời. Cả cái sân bay Nội bào chỉ có mỗi cái hãng này là thông báo delay đến thuộc lòng cả câu từ rồi. Cái hãng gì mà coi thường cả khách lẫn nhân viên của mình vì liên tục cho khách hàng chửi mắng thậm tệ nhân viên của mình chỉ vì DELAY."
1,Vietjetair tự ý dời chuyến bay,"Tôi book mua vé tết trên web VietJetAir rất sớm, từ tháng 8/2019 để chủ động sắp xếp lịch trình phù hợp với công việc và các việc ở quê.vé đã thanh toán ngay khi book là chuyến bay lúc 9h45. Đến cuối tháng 12/2019, nhận được mail Vietjet báo vì lý do khai thác, chuyến bay dời sang chuyến 20h tối. Liên hệ tổng đài yêu cầu giữ đúng lịch bay tôi đã mua vé, hoặc dời sang các chuyến khác trong buổi sáng và trưa cùng ngày, vì buổi tối tôi đã có lịch trình di chuyển đến điểm khác đã mua vé rồi nhưng không được hỗ trợ, câu trả lời tôi nhận được là các chuyến đã full ghế, chỉ còn chuyến cuối cùng lúc 20h. Tôi chấp nhận delay 1-2-3 tiếng, tôi chủ động mua vé sớm trước 5 tháng để book được giờ bay phù hợp chứ đâu phải cận ngày bay mới book. Tại sao hãng đã nhận tiền vé kh thanh toán, mà làm ăn kém chuyên nghiệp như vậy,ép KH vào thế bắt buộc phải delay từ sáng đến tối, không bay thì hủy ??? Quá tệ, quá vô trách nhiệm. Đây là lần cuối cùng tôi đặt VietJetAir."
1,Thời gian delay còn quá nhiều,Máy bay delay còn quá nhiều. Delay những 4 tiếng. Ngồi chờ ở sân bay Qui Nhơn nhàm chán hết chỗ nói. Lần sau hãng cần khắc phục về vấn đề delay
1,"Nhân viên xử lý tình huống kém và ề à tốn thời gian, thái độ mất lịch sự, không chuyên nghiệp, không hiểu tiếng Việt????","Tôi chưa từng thấy có một hãng dịch vụ nào có nhân viên như chợ búa, kém hiểu biết và mất lịch sự đến vậy. Thất vọng, không đáng cả 0 sao chứ chưa nói là 1 sao. Tổng đài để trang trí hay sao mà gọi 100 lần mới có 1 nhân viên bố láo nghe máy trả lời. Hãng đổ lỗi cho khách hàng. Nhân viên như bố đời mẹ thiên hạ, và nhất là không hiểu tiếng Việt hay sao mà không lắng nghe khách, chỉ đổ lỗi là nhanh."
1,Vietjet sài gòn thả lòng cửa check in để phạt lấy tiền của khách hàng tại cửa ra sân bay,"Tôi có đi du lịch sài gòn và bay lại hà nội vào ngày 16/12. Khi làm thủ tục tại quầy check in bạn nhân viên có báo tôi quá cân nhưng tôi vẫn đi không nhắc nhở tôi cần phải ký gửi k sẽ k đc lên máy bay. Tôi đã sắp xếp hành lý từ nhà để ra sân bay k cần sắp lại. Và khi về có thêm 1 số đồ bạn tôi gửi. Tôi và bạn tôi bay 2 chuyến bay khác nhau nên cửa khởi hành khác nhau. Trong lúc xếp hàng chờ ra tàu bay. Có 1 bạn nhân viên đã ra mời tôi ra cân lại hành lý. Hành lý của tôi bị quá cân. Va li của tôi là khoảng 8,3 kg (tôi không nhớ rõ). Và tôi cầm thêm 1 túi xách tay trong đó có 1 áo khoác và chai nước uống phòng khát. Bạn bắt tôi bỏ cả túi đó lên cân nên cân nặng hành lý của tôi tăng lên thêm khoảng 1kg. Bạn bắt tôi đóng tiền ký gửi tại chỗ, tay bạn có cầm 1 cái máy quẹt thẻ mini và nói mọi người có thể quẹt thẻ. Hoặc thu xếp hành lý cho đủ cân nếu k kịp sẽ k được lên máy bay. Tôi không đồng ý đóng tiền vì thứ nhất tôi đã qua check in và cân nặng, nhân viên đã biết tôi có 1 túi nhỏ xách tay nhưng vẫn bảo tôi đi và k cần đóng tiền ký gửi. Thứ 2 bạn giải thích bạn k thể kiểm soát hành lý trong quầy chờ mặc dù mình k mang thêm đồ gì khác. Thứ 3 tôi thắc mắc các bạn làm ăn quá vô lý tại sao không bắt làm thủ tục từ ngoài mà lại vào quầy ra sân mới bắt vậy. Và rồi bạn không cho tôi qua cửa vào máy bay. Kêu thủ tục làm vé ra tàu bay đã đóng cửa và nói tôi đi làm thủ tục đổi chuyến bay. Tôi rất bức xúc với chuyện này. Chưa đi sân bay nào tôi bị trường hợp như ở sân bay Tân Sơn nhất. Tôi tự hỏi nếu đã k cho quá cân nặng. Tôi chấp nhận đóng phí. Nhưng tại sao không bắt tôi đóng phí từ ngoài cửa check in. Rất nhiều hành khách khác bị như tôi họ chấp nhận đóng phí k thắc mắc để được về sớm. Tôi thắc mắc nên họ k cho tôi lên máy bay. Tôi thu xếp hành lý xong cách thời gian đóng cửa chuyến bay khoảng 2p nhưng có lẽ vì bạn nhân viên khó chịu với tôi nên nhất quyết không cho tôi ra sân lên xe bus ra máy bay. Mặc dù mọi người còn chưa lên hết xe bus ra tàu bay. Tôi đã nhìn thấy cảnh nhân viên vệ sinh cùng nhân viên kiểm tra vali nhìn nhau lườn xéo tôi và bĩu môi. Hôm nay tôi bay chuyến 20h40. Cửa soát vé ra tàu bay đáng nhẽ sẽ mở từ 20h05 nhưng phải đến 20h25 hoặc 20h30 mới soát vé ra tàu bay. Nên với lý do muộn giờ bay bạn nhân viên đã không cho tôi lên tàu bay. Và rồi bạn nhân viên soát hành lý quay lại và bắt tôi đặt hành lý lên cân để cân lại cho bạn ý chụp ảnh. Đây là chuyện tôi bức xúc nhất trong ngày hôm nay ở sân bay Tân Sơn Nhất còn chưa nói đến chuyện giờ bay bị delay mà nhân viên không hề thông báo gì cho hành khách. Phải đợi đến lúc hành khách thắc mắc mới ra thông báo. 1 lần đi Sài Gòn và không bao giờ muốn đến Sài Gòn lần t2"
3,Chuyến bay tuyệt vời,"Chuyến bay tuyệt vời vì rất đúng giờ, tiếp viên thân thiện, lịch sự, đồ ăn trên máy bay rất ngon.Bên cạnh đó, giá cả cạnh tranh là một lợi thế. Tôi thường chọn Vietjetair cho bản thân và gia đình cho các hành trình công tác và du lịch nội địa cũng như nước ngoài. Tóm lại, tôi rất hài lòng với Vietjetair."
2,Thất vọng,"Mình bay khứ hồi HN-HCM thì cả 2 chuyến đều bị delay 1 tiếng đồng hồ vì lý do máy bay tới trễ. Mặc dù ga đi của Vietjet tại sân bay Tân Sơn Nhất rất lớn (ở một khu riêng), nhưng hãng không bố trí khu vực kiểm tra cân nặng hành lý của khách mà chờ đến khi ra cửa lên máy bay mới cân. Việc này dẫn tới việc hành khách phải sắp xếp thời gian bố trí lại hành lý hoặc thực hiện thanh toán cho hành lý quá cân, rất mất thời gian và phiền toái."
3,"Bay giá rẻ, may mắn ko bị delay","Thật may mắn vì bay với giá khá rẻ mà ko bị delay, nhân viên thân thiện, bay êm.
Ko có gì để phàn nàn. Hy vọng lần sau cũng may mắn như vậy"
1,Chất lượng kinh khủng,"Một sao cũng không đáng. Nhân viên thái độ rất kém. Thật sự không hài lòng, mặc dù vé rẻ. Kinh khủng"
3,Cũng OK,"VietJet bay ở nước ngoài khá hơn trong nước, đồ ăn OK (nên đặt mua trước thì hơn), thái độ phục vụ thân thiện, ít khi bị trễ hay huỷ chuyến."
1,Hãng bay phục vụ quá chán,Delay từ 18h00 đến 19h30 và chưa có dấu hiệu bay. Đây là lần cuối cùng tôi mua vé vietjet. Bỏ tiền ra để nhận đc dịch vụ tốt chứ ko phải kém như vậy. Và đây là lần thứ n tôi bị delay 😤😤
